commodity,year,num_ships,num_cargo_items,top_origin,top_destination
bottoms and hoops,1891,1,1,Amsterdam,Liverpool
bottoms and staves,1881,1,1,Rotterdam,London
box,1875,1,1,Quebec,London
box,1881,1,1,Mediterranean,Liverpool
box,1883,1,1,Maracaibo,Liverpool
box,1885,1,1,Christiania,Liverpool
box,1887,1,1,New York,Liverpool
box,1889,3,3,Fredrikstad,London
box,1891,2,2,Fredrikstad,Liverpool
box,1892,1,1,New York,
box,1893,4,4,Gothenburg,Grimsby
box,1895,1,1,Montreal,Dundee
box,1897,1,1,"Boston, U.S.",Liverpool
box,1898,1,1,Christiania,Borrowstounness
box,1899,2,2,Portland,Dundee
box and,1875,1,1,poti,Liverpool
box and,1878,1,1,Istanbul,
box boards,1877,1,1,Riga,Dundee
box boards,1883,1,1,GÃ¤vle,London
box boards,1885,1,1,Gothenburg,Truro
box boards,1887,7,7,Christiania,London
box boards,1889,4,4,Christiania,Liverpool
box boards,1891,2,2,Gothenburg,Liverpool
box boards,1893,4,4,Gothenburg,London
box boards,1895,4,4,Gothenburg,London
box boards,1897,4,5,Gothenburg,London
box boards,1898,1,1,Christiania,Grimsby
box boards,1899,5,5,Christiania,London
box chocks,1895,1,1,Quebec,Limerick
box crates,1883,1,1,Christiania,Tyne
box ends,1877,1,1,Quebec,Dundee
box shooks,1881,1,1,Miramichi,London
box shooks,1899,2,2,Halifax,Liverpool (Coburg Dock)
boxboards,1885,2,2,Gothenburg,Grimsby
boxboards,1887,3,3,New York,Liverpool
boxboards,1889,2,2,Christiania,Fleetwood
boxboards,1893,2,2,Gothenburg,Liverpool
boxboards,1895,2,2,Gothenburg,London
boxboards,1897,3,3,Fredrikstad,Grimsby
boxboards,1899,11,11,Gothenburg,London
boxes,1881,3,4,New York,London
boxes,1889,2,2,Fredrikstad,London
boxes,1891,5,5,Fredrikstad,London
boxes,1892,1,1,Fredrikstad,Liverpool
boxes,1893,3,3,GÃ¤vle,London
boxes,1895,3,3,Abo,Grimsby
boxes,1898,1,1,Newport News,Liverpool
boxes,1899,1,1,Boston,Liverpool
boxwd,1881,1,1,Istanbul,Liverpool
boxwood,1874,7,7,Istanbul,Liverpool
boxwood,1875,9,9,Istanbul,Liverpool
boxwood,1877,8,8,Istanbul,Liverpool
boxwood,1881,17,17,Istanbul,Liverpool
boxwood,1883,31,33,Mediterranean,Liverpool
boxwood,1884,2,2,Mediterranean,Liverpool
boxwood,1885,1,1,Kramfors,London
boxwood,1887,7,7,Hommelvik,London
boxwood,1889,10,10,Fredrikstad,London
boxwood,1890,1,1,Fredrikstad,London
boxwood,1891,15,15,Fredrikstad,Liverpool
boxwood,1893,6,6,Fredrikstad,Liverpool
boxwood,1895,4,4,Cape,Poole
boxwood,1897,3,3,East London,London
boxwood,1899,4,4,St. John,Liverpool
brandr hdg,1874,1,1,Danzig,London
brands,1874,1,1,Chatham,Liverpool
brandy staves,1875,1,1,Klaipeda,Bristol
brazil wood,1881,1,1,Mexico,Liverpool
brazil wood,1887,1,1,Santa Cruz,Liverpool
brazil wood and lignum,1893,1,1,New York,Liverpool
braziletto,1874,1,1,Rangoon,Liverpool
braziletto,1881,1,1,Nevis,
brazilwood,1881,1,1,Bahia,London
brazilwood,1883,1,1,Brazil,Liverpool
brewers,1885,1,1,Boston,Liverpool
bright,1877,3,4,Quebec,Dundee
bright,1881,2,2,Quebec,Greenock
bright,1883,2,2,Quebec,Montrose
bright,1885,3,4,Quebec,Tyne
bright pine,1893,1,1,Quebec,Tyne
bright pine deals,1877,1,1,Quebec,Borrowstounness
bright pine deals,1883,1,1,Quebec,Greenock
bright pine deals and ends,1881,1,1,Quebec,Tyne
bright pitch pine,1877,1,1,Quebec,Greenock
bright spruce deal ends,1877,1,1,Quebec,TIMBER
bright spruce deals,1877,1,1,Quebec,TIMBER
brl,1881,1,1,New York,Borrowstounness
brl,1883,1,1,New York,Tyne
brl,1885,2,2,Baltimore,Liverpool
brl,1887,1,1,Norfolk,Liverpool
brl,1889,1,1,Savannah,Grimsby
brl,1893,2,2,New York,INTER TOPS
brl,1897,2,2,New York,Liverpool
brl staves,1893,1,1,Boston,INTER TOPS
brls,1875,1,2,New Orleans,Liverpool
brls,1885,1,1,Mobile,Liverpool
brls,1889,1,1,Marseilles,Liverpool
broom,1885,1,1,Kramfors,London
broom,1886,1,1,Hommelvik,London
broom,1887,5,5,Husum,London
broom,1889,3,3,Kotka,London
broom,1890,1,1,Oscarshamn,Grimsby
broom,1891,1,1,GÃ¤vle,Liverpool
broom,1895,2,2,Kem,Grimsby
broom handle squares,1895,1,1,Arkhangelsk,Hull (Queen's Dock)
broom handles,1881,1,1,Trois-RiviÃ¨res,London
broom handles,1885,1,1,St. John,London
broom handles,1887,3,3,Quebec,Liverpool
broom handles,1889,8,8,Skutskar,Grimsby
broom handles,1891,1,1,Gothenburg,Tyne
broom handles,1893,4,4,Gothenburg,Grimsby
broom heads,1887,1,1,Fredrikstad,London
broom tens,1889,1,1,Arkhangelsk,Grimsby
broom wood,1883,1,1,Aalborg,Tyne
broomhandles,1889,1,1,Gothenburg,Liverpool
broomhandles,1895,3,3,Gothenburg,Tyne
brooms,1875,2,2,Tonala,Dundee
broomsticks,1885,2,2,Gothenburg,London
broomsticks,1887,2,2,Kotka,London
broomsticks,1889,2,2,Kristinestad,London
broomsticks,1897,1,1,Gothenburg,Tyne
brs,1887,1,1,Quebec,London
brush,1877,1,1,Nyvik,Dundee
brush,1881,1,1,Valparaiso,Liverpool
brush,1885,3,3,Christiania,London
brush,1887,1,1,Christiania,London
brush,1891,1,1,Christiania,London
brush backs,1891,1,1,Christiania,Newport
brush bdls,1895,1,1,Christiania,Liverpool
brush block,1891,1,1,Christiania,London
brush blocks,1885,2,2,Christiania,London
brush blocks,1887,6,6,Christiania,London
brush blocks,1889,1,1,Christiania,London
brush blocks,1891,5,5,Christiania,London
brush blocks,1892,1,1,Christiania,Liverpool
brush blocks,1893,7,7,Christiania,London
brush blocks,1895,2,2,Christiania,London
brush blocks,1897,1,1,Christiania,London
brush blocks,1899,1,1,"Christiania, etc.",London
brush handles,1887,1,1,Gothenburg,London
brushwood,1889,2,2,Aalborg,Sligo
brushwood,1892,1,1,Uleaborg,Tyne
brushwood boards,1887,1,1,Christiania,Tyne
brwd,1881,1,1,W.C.Africa,Liverpool
brwood,1881,1,1,Castropol,Bristol
btns,1877,1,1,Nyvik,Dundee
btns,1881,1,1,Kronstadt,Liverpool
btns,1889,1,1,Skelleftea,Liverpool
btns,1899,2,2,Gothenburg,Bristol
buches,1891,1,1,La Vera Cruz,London
buck,1874,1,1,Quebec,Greenock
bula wood,1874,1,1,Quebec,
bulks,1877,1,1,Sundswall,Dundee
bunches,1874,1,1,Chatham,London
bundle,1875,1,1,Gothenburg,Bristol
bungs,1885,5,5,New York,Liverpool
bungs,1887,3,3,New York,London (Tilbury Docks)
bungs,1889,4,4,New York,Liverpool
burham,1888,1,1,Drammen,Borrowstounness
burr,1881,1,1,Le Havre,Liverpool
burr,1883,1,1,Le Havre,London
burrs,1891,1,1,Antwerp,London
burwood,1881,1,1,New York,Liverpool
busswood,1883,1,1,New York,Borrowstounness
butt,1875,1,1,New Orleans,Liverpool
butt,1885,1,1,Rotterdam,London
butt,1887,10,10,Boston,Liverpool
butt,1888,1,1,Boston,Liverpool
butt,1889,14,14,Boston,Liverpool
butt,1890,1,1,Boston,Boston
butt,1891,1,1,Boston,Borrowstounness
butt,1893,3,3,Boston,Liverpool
butt ends,1875,1,1,Amsterdam,London
butt staves,1885,1,1,Boston,Greenock
butte,1891,1,1,Quebec,Greenock
butternut,1877,2,2,Quebec,
butternut,1883,3,3,Quebec,Liverpool
butternut,1884,1,1,Quebec,Poole
butternut,1887,2,2,Quebec,London
butternut,1889,4,4,Quebec,Greenock
butternut timber,1877,1,1,Quebec,Dundee
buttonwood,1877,2,2,Quebec,Dundee
butts,1875,1,1,New Orleans,Bristol
butts,1881,1,1,Stettin,Fowey
butts,1883,1,1,Boston,Liverpool
butts,1889,2,2,New Orleans,London (Tilbury Docks)
butts,1891,3,3,Boston,Dundee
butts,1895,1,1,Savannah,London
butts,1897,1,1,New Orleans,Liverpool
butts,1899,1,1,New Orleans,NELSON DOCK
bxs,1885,1,1,Quebec,Liverpool
bxs,1889,2,2,GÃ¤vle,London
bxs,1891,1,1,Ghent,London (Tilbury Docks)
bxs,1899,2,2,Boston,Dundee
c fms,1899,1,1,Gamleby,Lynn
cabinet wood,1891,1,2,New York,London (Tilbury Docks)
cabinetwood,1891,1,1,New York,London (Tilbury Docks)
cak,1889,1,1,Quebec,Tyne
cak hewn,1881,1,1,Stettin,Grimsby
cak lumber,1889,1,1,New York,Dundee
camwood,1874,3,3,W,Liverpool
camwood,1881,2,2,W. C. Africa,Liverpool
camwood,1891,1,1,W. C. Africa,Liverpool
canada,1883,1,1,New York,Liverpool
canada,1885,1,1,New York,Liverpool
canada,1887,4,4,New York,Liverpool
canada,1888,1,1,New York,Liverpool
canada,1889,7,7,New Orleans,Liverpool
canada,1897,5,5,New Orleans,Liverpool
canada butt,1891,1,1,New Orleans,Newport
canada butt consignees,1889,1,1,New Orleans,Liverpool
canada butt staves,1897,1,1,New Orleans,Dublin
canadian,1891,1,1,New Orleans,Liverpool
candle wood,1874,1,1,Rangoon,Liverpool
cane,1889,1,1,Rotterdam,Tyne
cant,1883,1,1,Miramichi,Grimsby
car,1881,1,1,New York,Liverpool
car,1885,5,5,New York,Truro
car,1887,3,3,New York,Dundee
car,1889,5,5,Baltimore,Liverpool
car,1891,1,1,Norfolk,Liverpool
car,1893,5,5,Baltimore,Dundee
car,1895,3,3,New Orleans,Liverpool (Coburg Dock)
car,1897,3,3,Newport News,Liverpool
car,1899,4,4,Baltimore,Dundee
car-wheels,1874,1,1,Philadelphia,Liverpool
carload,1885,1,1,Philadelphia,Liverpool
carload,1889,1,1,Baltimore,Liverpool
carload,1893,1,1,New Orleans,BRUNSWICK DOCK
carloads,1881,1,1,New York,Dundee
carloads,1893,1,1,New Orleans,Liverpool
carloads,1897,2,2,New Orleans,Liverpool
cars,1881,3,3,New York,London
cars,1883,1,1,Montreal,Dundee
cars,1887,1,1,Baltimore,London
cars,1889,3,3,Montreal,Liverpool
cars,1893,3,4,Montreal,Liverpool
cars,1897,2,2,New Orleans,Liverpool (Coburg Dock)
cars,1899,3,3,New Orleans,Liverpool
cart axles,1883,1,1,Arendal,Tyne
cartloads,1893,1,1,New Orleans,Liverpool
carved wood,1881,1,1,Bruges,London
carved wood,1891,1,1,Antwerp,Liverpool
case,1881,4,4,Hamburg,Tyne
case,1883,2,2,Rotterdam,Tyne
case,1891,3,3,Fredrikstad,Liverpool
case,1893,5,5,Hamburg,Tyne
case,1895,2,2,Trondheim,London
case,1899,1,1,Fredrikstad,London
case and,1885,1,1,Fredrikstad,Liverpool
case boards,1883,1,1,Christiania,Liverpool
case boards,1885,6,6,Christiania,Liverpool
case boards,1887,3,3,Christiania,Dundee
case boards,1889,2,2,Christiania,London
case boards,1891,2,2,Snaroen,Liverpool
case boards,1892,1,1,Trondheim,London (Tilbury Docks)
case boards,1893,3,3,Stavanger,Liverpool
case boards,1899,1,1,Trondheim,Hull (Queen's Dock)
case boards and bars,1893,1,1,Christiania,Liverpool
case boards from skien,1899,1,1,Fredrikstad,London
caseboards,1886,1,1,Fredrikstad,London
caseboards,1887,1,1,Boston,London
caseboards,1889,3,3,Christiania,London
cases,1875,3,3,Gothenburg,Dundee
cases,1877,4,6,Laurvig,Borrowstounness
cases,1881,3,3,Arendal,Tyne
cases,1883,7,7,Hamburg,Tyne
cases,1885,1,1,Quebec,Liverpool
cases,1887,1,1,Gothenburg,Dundee
cases,1889,1,2,New York,Tyne
cases,1891,1,1,Hamburg,Lynn
cases,1893,20,25,Hamburg,Tyne
cases,1895,3,3,Hamburg,Tyne
casewood,1883,1,1,Fredrikstad,Fowey
casewood,1885,1,1,Charente,London
casewood,1887,1,1,Trondheim,London
cask,1890,1,1,Fredrikstad,Liverpool
cask bottoms,1881,1,1,Rotterdam,London
cask heads,1885,1,1,Fredrikstad,Liverpool
cask heads,1889,5,5,Fredrikstad,Liverpool
cask heads,1891,1,1,Fredrikstad,Liverpool
caskheads,1891,3,3,Soderhamn,London
caskheads,1892,1,1,Fredrikstad,Liverpool
casks,1875,3,3,Gothenburg,Dundee
casks,1881,1,1,Le Havre,Liverpool
casks,1887,1,1,Aarhus,Dundee
casks,1893,6,6,Fredrikshavn,Tyne
casks,1895,1,1,New Orleans,Liverpool
cedar,1874,2,2,Galveston,Liverpool
cedar,1875,3,3,Minatitlan,CURRENT PRICES
cedar,1877,3,3,Belize,Dundee
cedar,1879,3,3,W. Indies,Liverpool
cedar,1881,22,22,Belize,Liverpool
cedar,1883,13,13,Pensacola,Liverpool
cedar,1884,1,1,Nuevitas,London
cedar,1887,1,1,Pensacola,Tyne
cedar,1889,5,5,Asunder,London
cedar,1891,6,6,Nuevitas,London
cedar,1892,4,4,New York,Bristol
cedar,1893,6,6,New York,Bristol
cedar,1895,3,3,New York,Bristol
cedar,1896,1,1,New York,Bristol
cedar,1897,3,3,New York,Cork
cedar boards,1875,1,1,New York,Liverpool
cedar plank,1891,1,1,New York,Bristol
cedar planks,1897,1,1,"Norfolk, Va",
cedarware,1891,1,1,Philadelphia,Liverpool
cedarwood,1875,1,1,Pascagoula,London
cedarwood,1887,1,1,Pensacola,Lynn
cedarwood,1891,1,1,Le Havre,London (Tilbury Docks)
cedarwood,1892,1,1,Punta Arenas,Fleetwood
centres,1892,1,1,Gothenburg,Liverpool
cherry,1874,1,1,Quebec,Greenock
cherry,1875,3,3,Wyborg,NEW YORK
cherry,1877,3,3,Quebec,Dundee
cherry,1881,1,1,Boston,Liverpool
cherry,1883,4,4,Quebec,Greenock
cherry,1885,1,1,Quebec,London
cherry,1887,1,1,Quebec,London
cherry,1889,4,4,Quebec,Greenock
cherry,1891,2,2,New York,Liverpool
cherry,1893,2,2,Quebec,Liverpool
cherry tim,1891,1,1,Montreal,STIRLING
chestnut,1875,1,1,Hamburg,London
chestnut,1883,3,3,Quebec,Fowey
chestnut,1885,1,1,Quebec,Greenock
chestnut,1889,2,2,Quebec,Liverpool
chestnut,1895,1,1,Brunswick,Liverpool
chocks,1881,5,6,Hamburg,Stockton
chocks,1887,3,3,Danzig,Liverpool
chocks,1889,3,3,Laurvig,Liverpool
chocks,1891,2,2,Danzig,Grimsby
chocks,1895,4,4,Danzig,Hull (Queen's Dock)
chocks,1897,1,1,Danzig,Hull (Queen's Dock)
christmas,1895,1,1,Gothenburg,Tyne
city of florence,1875,1,1,Colombo,London
cks,1889,2,2,Stettin,Liverpool
claret,1885,2,2,Mobile,Liverpool
clocks,1893,1,1,Danzig,Grimsby
clog,1874,2,2,Porsgrund,Liverpool
clog,1875,1,1,Gothenburg,
clog soles,1874,1,1,Porsgrund,Liverpool
clothes pins,1889,1,1,New York,Tyne
clubs,1891,1,1,Dieppe,London (Tilbury Docks)
cocuswood,1884,1,1,Nuevitas,London
cocuswood,1891,1,1,New York,Grimsby
coffin,1887,5,5,Baltimore,Liverpool
coffin,1889,3,3,Baltimore,Liverpool
coffin,1890,1,1,Newport News,Boston
coffin,1897,1,1,New Orleans,Dublin
coffin boards,1885,1,1,Baltimore,Liverpool
coffin boards,1887,1,1,Norfolk,Liverpool
coffin oak,1893,1,1,Baltimore,Bristol
cogwood,1879,1,1,Milford,
coils,1881,2,2,New York,London
col iery joinery,1891,1,1,Sundswall,London
collies,1884,1,1,Gothenburg,London
cooperage,1883,1,1,New York,Liverpool
cooperage,1889,3,3,New York,London
cooperage,1891,3,3,New York,Liverpool
coopers,1891,1,1,Rotterdam,Liverpool
corkwood,1883,4,4,Lisbon,Dundee
corn,1875,1,1,Baltimore,Liverpool
cotton wood,1897,1,1,New Orleans,Liverpool (Coburg Dock)
cotuwood,1889,1,1,New York,London
covers and staves,1899,1,1,Rotterdam,Dundee
crates,1889,1,1,New York,Tyne
crates,1893,4,4,New York,Dundee
crates,1899,1,1,Liepāja,TION
creosoted,1887,1,1,Bordeaux,Liverpool
cressing timber,1889,1,1,Danzig,Grimsby
crocodile ends,1893,1,1,Drammen,Lynn
crocodile logs,1893,1,1,Drammen,Lynn
crooks,1875,1,1,Danzig,Bristol
crooks,1877,1,1,Stettin,Dundee
crooks,1885,1,1,Stettin,Goole
crooks,1887,1,1,Stettin,Stockton
crooks,1899,1,1,Brevig,Lerwick
cross,1878,1,1,New York,Bristol
cross,1889,1,1,Danzig,Grimsby
cross pieces,1889,1,1,Fredrikstad,Tyne
crossing,1889,8,8,Danzig,Grimsby
crossing,1890,1,1,Danzig,Newport
crossing,1891,1,1,Danzig,Goole
crossing fir,1889,1,1,Danzig,Grimsby
crossing timber,1881,1,1,Danzig,Lynn
crossing timber,1883,1,1,Danzig,Grimsby
crossing timber,1887,1,1,Danzig,Grimsby
crossing timber,1889,4,4,Stettin,Grimsby
crossing timber,1891,1,1,Danzig,Grimsby
crossings,1875,1,1,Trois-RiviÃ¨res,
crossings,1881,1,1,Danzig,London
crossings,1883,6,6,Danzig,London
crossings,1885,7,7,Danzig,London
crossings,1887,3,3,Danzig,London
crossings,1889,4,4,Danzig,London
crossings,1890,2,2,Danzig,Boston
crossings,1892,1,1,Danzig,Liverpool
crossings,1893,5,5,Danzig,London
crossings,1895,4,4,Danzig,Grimsby
crossings,1899,1,1,Danzig,Bristol
crotches,1874,1,1,Tornea,Liverpool
crotches,1875,4,5,New York,Liverpool
crotches,1877,6,6,Tupilco,Dundee
crotches,1878,1,1,Port-au-Prince,
crotches,1881,3,3,Para,Lynn
crotches,1883,4,4,Le Havre,Liverpool
crotches,1884,1,1,Champoten,Liverpool
crotches,1893,2,2,New York,London (Tilbury Docks)
crotches,1895,1,1,"Santa Ana, Mexico",Liverpool
crotchets,1875,1,1,Bathurst,Dundee
crotchets,1877,1,1,West Indies,TIMBER
crown,1875,3,3,Christiania,Dundee
crown,1877,2,2,Laurvig,Dundee
crown,1883,2,2,Laurvig,Tyne
crown,1885,3,3,Gothenburg,Stockton
crown,1887,4,4,Laurvig,Tyne
crown,1889,3,3,Laurvig,Tyne
crown,1891,1,1,Skien,Tyne
crown,1893,1,1,Laurvig,Grimsby
crown,1897,1,1,Gothenburg,Tyne
crown,1898,1,1,Gothenburg,Tyne
crown battens,1875,1,1,Sandefjord,
crown oak,1881,1,1,Klaipeda,Lynn
crown props,1887,1,1,Christiania,Tyne
crown trees,1875,2,2,Christiania,Bristol
crown trees,1877,6,6,Christiania,Dundee
crown trees,1886,1,1,Christiania,Tyne
crown trees,1889,1,1,Gothenburg,Tyne
crown trees,1897,1,2,Gothenburg,Tyne
crown trees and ends,1877,1,1,Klaipeda,
crown wood,1883,1,1,Arendal,Tyne
crownitrees,1881,1,1,Kragero,Tyne
crowntree,1891,1,1,Laurvig,Tyne
crowntrees,1877,2,2,Laurvig,Dundee
crowntrees,1881,13,13,Laurvig,Tyne
crowntrees,1882,1,1,Drammen,Stockton
crowntrees,1883,11,11,Drammen,Tyne
crowntrees,1885,18,18,Christiania,Tyne
crowntrees,1887,17,17,Laurvig,Tyne
crowntrees,1889,35,35,Gothenburg,Tyne
crowntrees,1890,2,2,Gothenburg,Newport
crowntrees,1891,13,13,Christiania,Tyne
crowntrees,1892,2,2,Gothenburg,Newport
crowntrees,1893,17,17,Gothenburg,Tyne
crowntrees,1895,4,4,Gothenburg,Tyne
crowntrees,1897,1,1,Gothenburg,Tyne
crowntrees,1899,3,4,Gothenburg,Tyne
crowntrees and sleepers,1877,1,1,Holmestrand,Dundee
crowntrees from laurvig,1889,1,1,Christiania,Tyne
crts,1885,2,2,New York,Bristol
crts,1887,1,1,New York,Liverpool
crts,1888,1,1,New York,Liverpool
crts,1891,3,3,New York,Liverpool
crts,1895,2,2,New Orleans,Liverpool (Coburg Dock)
crts,1899,1,1,New York,Liverpool
crutches,1875,1,2,West Indies,Liverpool
crutches,1881,2,2,Minatitlan,Stockton
crutches,1883,3,3,Le Havre,Liverpool
crutches,1891,1,1,Minatitlan,Liverpool
crutches,1895,1,1,Laguna de Terminos,Liverpool
cs balcs,1893,1,1,Hamburg,Tyne
cs spokes,1899,1,1,New York,Liverpool
cubit,1875,1,1,Pensacola,Greenock
cull,1875,2,2,Quebec,Greenock
culls,1889,1,1,New Orleans,Liverpool
curl,1875,1,2,New Orleans,Liverpool
curl,1883,2,2,Belize,Liverpool
curl,1884,1,1,Belize,Liverpool
curl,1893,1,1,Belize,Liverpool
curl,1895,1,1,Belize,Liverpool
curls,1875,3,3,New York,London
curls,1881,2,2,Puerto Plata,Liverpool
curls,1883,6,7,Belize,Liverpool
curls,1884,1,1,Belize,Liverpool
curls,1891,5,5,Belize,Liverpool
curls,1893,7,7,Belize,Liverpool
curls,1895,1,1,Belize,Liverpool
curly pitch pine boards,1887,1,1,Apalachicola,Liverpool
cut,1875,1,1,Sandefjord,Bristol
cut,1885,1,1,Kalmar,Liverpool
cut,1893,1,1,Laguna,Liverpool
cuts,1875,1,1,St,CURRENT PRICES
cwt,1883,1,1,Boulogne,Fleetwood
cwts,1893,1,1,New York,London
cypress,1883,1,1,Mobile,London
cypress,1885,1,1,Mobile,
d f deals,1877,1,1,Quebec,Liverpool
danzig,1875,1,1,Harnosand,
dato,1883,1,1,Gothenburg,Dundee
dea,1895,1,1,GÃ¤vle,RUNCORN DOCK
dea,1897,1,1,Domsjo,London
deal and,1891,2,2,Fredrikstad,London
deal and batten and,1887,1,1,Helsingfors,London
deal and batten ends,1883,2,2,Soroka,Tyne
deal and batten ends,1885,1,1,St. Petersburg,Poole
deal and batten ends,1889,1,1,Kronstadt,London
deal and batten ends,1893,1,1,Wifstavarf,Liverpool
deal and batten ends,1895,1,1,Trangsund,London
deal and board ends,1891,1,1,Arkhangelsk,Greenock
deal and deal ends,1874,1,1,Trois-RiviÃ¨res,
deal and deal ends,1875,1,2,GÃ¤vle,Bristol
deal and ends,1875,1,1,Klaipeda,Bristol
deal and ends,1893,1,1,Miramichi,Dublin
deal bat,1897,1,1,Gothenburg,Tyne
deal boards,1877,1,1,Kotka,Dundee
deal cuttings,1874,1,1,Quebec,London
deal deals,1875,1,1,Svartvik,NEW YORK
deal ends,1874,71,73,Quebec,Liverpool
deal ends,1875,21,22,Riga,London
deal ends,1877,21,24,Quebec,Dundee
deal ends,1878,1,1,Portland,Bristol
deal ends,1881,14,14,Riga,Bristol
deal ends,1883,12,12,Riga,London
deal ends,1885,8,8,Drammen,London
deal ends,1887,15,15,Riga,Grimsby
deal ends,1889,8,8,St. John,Grimsby
deal ends,1891,6,6,Kotka,Grimsby
deal ends,1893,6,6,Montreal,London
deal ends,1895,7,7,Riga,Irvine
deal ends,1897,1,1,Skutskar,Hull (Queen's Dock)
deal ends,1898,1,1,St. John,Liverpool
deal ends,1899,3,3,Riga,Dundee
deal ends and battens,1892,1,1,Miramichi,Limerick
deal nina,1875,1,1,Gothenburg,London
deal scantling and deal ends,1877,1,1,Miramichi,Greenock
deals,1874,505,679,Quebec,Liverpool
deals,1875,767,1191,Quebec,Bristol
deals,1876,7,11,Quebec,Greenock
deals,1877,1132,1526,Quebec,Dundee
deals,1878,17,20,Portland,Bristol
deals,1879,1603,1603,Quebec,London
deals,1880,8,8,Pensacola,Liverpool
deals,1881,1726,1903,Quebec,Liverpool
deals,1882,13,13,Stockholm,London
deals,1883,2168,2408,Quebec,London
deals,1884,53,58,St. John,Liverpool
deals,1885,1960,2131,Kronstadt,Grimsby
deals,1886,32,36,St. John,Liverpool
deals,1887,1538,1651,Riga,Grimsby
deals,1888,15,16,Riga,Grimsby
deals,1889,1907,2090,Riga,Liverpool
deals,1890,24,25,Riga,Grimsby
deals,1891,955,1038,Riga,Grimsby
deals,1892,40,43,Riga,Liverpool
deals,1893,707,791,Montreal,London
deals,1895,664,708,Montreal,Grimsby
deals,1896,8,8,Riga,Hull (Queen's Dock)
deals,1897,120,125,St. John,Grimsby
deals,1898,19,20,Riga,Inverness
deals,1899,424,435,Montreal,Grimsby
deals & battens,1899,1,1,Abo,Grimsby
deals and,1874,1,1,TimrÃ¥,London
deals and,1877,2,2,Dort,Dundee
deals and,1887,1,1,Skutskar,London
deals and,1895,1,1,Sundswall,Boston
deals and bat,1885,1,1,GÃ¤vle,London
deals and bat,1893,2,2,GÃ¤vle,London (Surrey Commercial Docks)
deals and bat,1899,1,1,Harnas,Poole
deals and batten edgings,1887,1,1,Sundswall,London
deals and batten ends,1889,1,1,Wyborg,Liverpool
deals and battens,1874,45,47,Soderhamn,London
deals and battens,1875,19,19,Gothenburg,Bristol
deals and battens,1877,43,47,Gothenburg,Dundee
deals and battens,1878,1,1,Svartvik,Bristol
deals and battens,1881,48,48,Gothenburg,London
