cargo_id,record_id,ship_name,origin_port,origin_latitude,origin_longitude,destination_port,destination_latitude,destination_longitude,arrival_year,arrival_month,arrival_day,commodity,quantity,unit,merchant,source_file,line_number,raw_cargo_segment
162431,79295,Altonower,New York,40.713197770232,-74.0078266455077,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,23.0,lumber-w r crow,,,W. R. Crow & Son,18891228p.531_p001.txt,136,"144 bdls., 856 pcs. lumber-W. R. Crow & Son 400 oars-Order"
162432,79295,Altonower,New York,40.713197770232,-74.0078266455077,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,23.0,oars,,,W. R. Crow & Son,18891228p.531_p001.txt,136,"144 bdls., 856 pcs. lumber-W. R. Crow & Son 400 oars-Order"
162433,79296,Tenedos,Batoum,,,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,23.0,staves,,,,18891228p.531_p001.txt,137,"1,563 staves"
162486,79329,Sapphire,Riga,56.9520033661236,24.1136539340975,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,24.0,deals,,,,18891228p.531_p001.txt,127,"11,930 deals, 6,890 pcs. lathwood"
162487,79329,Sapphire,Riga,56.9520033661236,24.1136539340975,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,24.0,lathwood,,,,18891228p.531_p001.txt,127,"11,930 deals, 6,890 pcs. lathwood"
162488,79330,Dan,Riga,56.9520033661236,24.1136539340975,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,24.0,bundles,,,,18891228p.531_p001.txt,128,"2,084 bdls., 6,200 pcs. wood"
162489,79330,Dan,Riga,56.9520033661236,24.1136539340975,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,24.0,wood,,,,18891228p.531_p001.txt,128,"2,084 bdls., 6,200 pcs. wood"
162490,79331,Richmond Hill,New York,40.713197770232,-74.0078266455077,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,24.0,staves,,,W. Webster and Co,18891228p.531_p001.txt,138,"1,563 staves, 17,385 pkgs. lumber-Churchill & Sim 960 pkgs. lumber-W. Webster & Co."
162491,79331,Richmond Hill,New York,40.713197770232,-74.0078266455077,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,24.0,lumber-churchill,,,W. Webster and Co,18891228p.531_p001.txt,138,"1,563 staves, 17,385 pkgs. lumber-Churchill & Sim 960 pkgs. lumber-W. Webster & Co."
162492,79331,Richmond Hill,New York,40.713197770232,-74.0078266455077,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,24.0,sim,,,W. Webster and Co,18891228p.531_p001.txt,138,"1,563 staves, 17,385 pkgs. lumber-Churchill & Sim 960 pkgs. lumber-W. Webster & Co."
162493,79331,Richmond Hill,New York,40.713197770232,-74.0078266455077,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,24.0,lumber,,,W. Webster and Co,18891228p.531_p001.txt,138,"1,563 staves, 17,385 pkgs. lumber-Churchill & Sim 960 pkgs. lumber-W. Webster & Co."
162494,79331,Richmond Hill,New York,40.713197770232,-74.0078266455077,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,24.0,doors,,,Churchill & Sim,18891228p.531_p001.txt,138,"87 pkgs. doors, 5,567 pkgs. lumber, 9 cs. mouldings-Order"
162495,79331,Richmond Hill,New York,40.713197770232,-74.0078266455077,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,24.0,lumber,,,Churchill & Sim,18891228p.531_p001.txt,138,"87 pkgs. doors, 5,567 pkgs. lumber, 9 cs. mouldings-Order"
162496,79331,Richmond Hill,New York,40.713197770232,-74.0078266455077,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,24.0,cs mouldings,,,Churchill & Sim,18891228p.531_p001.txt,138,"87 pkgs. doors, 5,567 pkgs. lumber, 9 cs. mouldings-Order"
162497,79332,Cato,Christiania,59.9127593309038,10.7460535835705,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,24.0,deals,,,Heaven,18891228p.531_p001.txt,139,571 deals-Heaven
162498,79333,MISSING_FROM_OCR,Gothenburg,57.70073799777,11.9680483386231,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,24.0,laths-uloch,,,Uloch & Co.,18891228p.531_p001.txt,140,"1,556 bdls. laths-Uloch & Co. 1,742 firewood, 6,756 props-Order"
162499,79333,MISSING_FROM_OCR,Gothenburg,57.70073799777,11.9680483386231,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,24.0,firewood,,,Uloch & Co.,18891228p.531_p001.txt,140,"1,556 bdls. laths-Uloch & Co. 1,742 firewood, 6,756 props-Order"
162500,79333,MISSING_FROM_OCR,Gothenburg,57.70073799777,11.9680483386231,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,24.0,pit props,,,Uloch & Co.,18891228p.531_p001.txt,140,"1,556 bdls. laths-Uloch & Co. 1,742 firewood, 6,756 props-Order"
162501,79334,Lydian Monarch,New York,40.713197770232,-74.0078266455077,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,24.0,staves-f f brown,,,Churchill and Sim,18891228p.531_p001.txt,142,"1,563 staves-F. F. Brown 17,385 pkgs. lumber-Churchill & Sim"
162502,79334,Lydian Monarch,New York,40.713197770232,-74.0078266455077,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,24.0,lumber,,,Churchill and Sim,18891228p.531_p001.txt,142,"1,563 staves-F. F. Brown 17,385 pkgs. lumber-Churchill & Sim"
162503,79334,Lydian Monarch,New York,40.713197770232,-74.0078266455077,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,24.0,lumber,,,W. Mallinson,18891228p.531_p001.txt,142,960 pkgs. lumber-W. Mallinson
162504,79334,Lydian Monarch,New York,40.713197770232,-74.0078266455077,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,24.0,wood,,,F. F. Brown,18891228p.531_p001.txt,142,"2,123 pkgs. wood, 5,567 pkgs. lumber, 116 mouldings-Order"
162505,79334,Lydian Monarch,New York,40.713197770232,-74.0078266455077,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,24.0,lumber,,,F. F. Brown,18891228p.531_p001.txt,142,"2,123 pkgs. wood, 5,567 pkgs. lumber, 116 mouldings-Order"
162506,79334,Lydian Monarch,New York,40.713197770232,-74.0078266455077,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,24.0,mouldings,,,F. F. Brown,18891228p.531_p001.txt,142,"2,123 pkgs. wood, 5,567 pkgs. lumber, 116 mouldings-Order"
162554,79362,Gustav Friedrich Focking,Onega,63.9004661241536,38.102155343628,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,27.0,deals,,,,18890105p.17_p002.txt,39,"15,467 deals"
162555,79363,Vimeira,Pascagoula,30.3659447374599,-88.5565278197888,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,27.0,deals-m freebody,,,Master,18890105p.17_p002.txt,40,"822 pcs. timber, 1,035 deals-M. Freebody 60 boards - Master"
162556,79363,Vimeira,Pascagoula,30.3659447374599,-88.5565278197888,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,27.0,boards,,,Master,18890105p.17_p002.txt,40,"822 pcs. timber, 1,035 deals-M. Freebody 60 boards - Master"
162557,79364,Knud,Riga,56.9520033661236,24.1136539340975,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,27.0,battens,,,,18890105p.17_p002.txt,41,"2,630 battens"
162558,79365,Harefield,Hommelvik,63.41083,10.79424,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,27.0,deals,,,"With, Webster",18890105p.17_p002.txt,42,"18,542 deals and battens, 90 fms. firewood-With, Webster"
162559,79365,Harefield,Hommelvik,63.41083,10.79424,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,27.0,battens,,,"With, Webster",18890105p.17_p002.txt,42,"18,542 deals and battens, 90 fms. firewood-With, Webster"
162560,79365,Harefield,Hommelvik,63.41083,10.79424,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,27.0,firewood,,,"With, Webster",18890105p.17_p002.txt,42,"18,542 deals and battens, 90 fms. firewood-With, Webster"
162561,79366,MISSING_FROM_OCR,Klaipeda,55.71722,21.12861,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,27.0,oak staves,,,,18890105p.17_p002.txt,43,"76,404 oak staves"
162562,79367,Avena,Uddevalla,58.3509732601018,11.9325193821388,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,27.0,laths-s brown,,,W. R. Crow,18890105p.17_p002.txt,44,133 bdls. laths-S. Brown 485 bdls. mouldings-W. R. Crow & Son
162563,79367,Avena,Uddevalla,58.3509732601018,11.9325193821388,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,27.0,mouldings,,,W. R. Crow,18890105p.17_p002.txt,44,133 bdls. laths-S. Brown 485 bdls. mouldings-W. R. Crow & Son
162564,79367,Avena,Uddevalla,58.3509732601018,11.9325193821388,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,27.0,mouldings,,,Nicks and Penton,18890105p.17_p002.txt,44,"983 bdls. mouldings, 470 doors, 11 crts. trellis-Nicks & Penton"
162565,79367,Avena,Uddevalla,58.3509732601018,11.9325193821388,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,27.0,doors,,,Nicks and Penton,18890105p.17_p002.txt,44,"983 bdls. mouldings, 470 doors, 11 crts. trellis-Nicks & Penton"
162566,79367,Avena,Uddevalla,58.3509732601018,11.9325193821388,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,27.0,trellis,,,Nicks and Penton,18890105p.17_p002.txt,44,"983 bdls. mouldings, 470 doors, 11 crts. trellis-Nicks & Penton"
162567,79368,Caroline,Klaipeda,55.71722,21.12861,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,27.0,oak staves,,,,18890105p.17_p002.txt,45,"32,653 oak staves"
162568,79369,Maria,Danzig,54.3532540815076,18.6510183386231,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,27.0,sleepers-burt,,,"Burt, Boulton, & Co.",18890105p.17_p002.txt,46,"700 sleepers-Burt, Boulton, & Co. 776 pcs. timber, 10,445 staves-Order"
162569,79369,Maria,Danzig,54.3532540815076,18.6510183386231,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,27.0,staves,,,"Burt, Boulton, & Co.",18890105p.17_p002.txt,46,"700 sleepers-Burt, Boulton, & Co. 776 pcs. timber, 10,445 staves-Order"
162570,79370,Bergenseren,Gothenburg,57.70073799777,11.9680483386231,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,27.0,round,,,,18890105p.17_p002.txt,48,"4,268 pcs. round and 684 doz. sawn firwood"
162571,79370,Bergenseren,Gothenburg,57.70073799777,11.9680483386231,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,27.0,sawn firwood,,,,18890105p.17_p002.txt,48,"4,268 pcs. round and 684 doz. sawn firwood"
162572,79371,New,York,53.9599651,-1.08729790000007,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,27.0,staves-churchill,,,Churchill & Sim,18890105p.17_p002.txt,49,"1,359 staves-Churchill & Sim 3,435 bdls., 126 bxs. cut stock-Order"
162573,79371,New,York,53.9599651,-1.08729790000007,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,27.0,sim,,,Churchill & Sim,18890105p.17_p002.txt,49,"1,359 staves-Churchill & Sim 3,435 bdls., 126 bxs. cut stock-Order"
162574,79371,New,York,53.9599651,-1.08729790000007,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,27.0,bundles,,,Churchill & Sim,18890105p.17_p002.txt,49,"1,359 staves-Churchill & Sim 3,435 bdls., 126 bxs. cut stock-Order"
162575,79371,New,York,53.9599651,-1.08729790000007,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,27.0,cut stock,,,Churchill & Sim,18890105p.17_p002.txt,49,"1,359 staves-Churchill & Sim 3,435 bdls., 126 bxs. cut stock-Order"
162576,79372,Stag,Riga,56.9520033661236,24.1136539340975,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,27.0,ends,,,,18890105p.17_p002.txt,50,"736 ends, 15,663 deals, 5 fms. firewood"
162577,79372,Stag,Riga,56.9520033661236,24.1136539340975,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,27.0,deals,,,,18890105p.17_p002.txt,50,"736 ends, 15,663 deals, 5 fms. firewood"
162578,79372,Stag,Riga,56.9520033661236,24.1136539340975,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,27.0,firewood,,,,18890105p.17_p002.txt,50,"736 ends, 15,663 deals, 5 fms. firewood"
162579,79373,Ludgate Hill,New York,40.713197770232,-74.0078266455077,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,27.0,bundles,,,,18890105p.17_p002.txt,52,"331 bdls. 26 planks oak, 948 bdls. staves"
162580,79373,Ludgate Hill,New York,40.713197770232,-74.0078266455077,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,27.0,planks oak,,,,18890105p.17_p002.txt,52,"331 bdls. 26 planks oak, 948 bdls. staves"
162581,79373,Ludgate Hill,New York,40.713197770232,-74.0078266455077,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,27.0,staves,,,,18890105p.17_p002.txt,52,"331 bdls. 26 planks oak, 948 bdls. staves"
162582,79374,Malaga,Gothenburg,57.70073799777,11.9680483386231,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,27.0,round wood-knudsen,,,Knudsen Bros. & Co.,18890105p.17_p002.txt,53,"894 pcs. round wood-Knudsen Bros. & Co. 481 doz. battens, 205 doz. deals, 392 deals and battens, 178 pcs. round wood-Ord"
162583,79374,Malaga,Gothenburg,57.70073799777,11.9680483386231,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,27.0,battens,,,Knudsen Bros. & Co.,18890105p.17_p002.txt,53,"894 pcs. round wood-Knudsen Bros. & Co. 481 doz. battens, 205 doz. deals, 392 deals and battens, 178 pcs. round wood-Ord"
162584,79374,Malaga,Gothenburg,57.70073799777,11.9680483386231,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,27.0,deals,,,Knudsen Bros. & Co.,18890105p.17_p002.txt,53,"894 pcs. round wood-Knudsen Bros. & Co. 481 doz. battens, 205 doz. deals, 392 deals and battens, 178 pcs. round wood-Ord"
162585,79374,Malaga,Gothenburg,57.70073799777,11.9680483386231,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,27.0,round wood,,,Knudsen Bros. & Co.,18890105p.17_p002.txt,53,"894 pcs. round wood-Knudsen Bros. & Co. 481 doz. battens, 205 doz. deals, 392 deals and battens, 178 pcs. round wood-Ord"
162754,79469,Simson,Miramichi,47.0020037704552,-65.5685833227539,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,3.0,deals,,,,18891207p.477_p001.txt,140,"39,734 deals"
162755,79470,MISSING_FROM_OCR,Sundswall,62.3890780504242,17.3063352870027,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,3.0,battens,,,,18891207p.477_p001.txt,142,"3,205 battens, 3,874 battens"
162756,79471,MISSING_FROM_OCR,Riga,56.9520033661236,24.1136539340975,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,3.0,deals,,,Churchill and Sim,18891207p.477_p001.txt,143,"30,066 deals and battens-Churchill & Sim"
162757,79471,MISSING_FROM_OCR,Riga,56.9520033661236,24.1136539340975,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,3.0,battens,,,Churchill and Sim,18891207p.477_p001.txt,143,"30,066 deals and battens-Churchill & Sim"
162758,79472,MISSING_FROM_OCR,Narva,59.3746677001451,28.204279206543,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,3.0,deals,,,Dahl and Co,18891207p.477_p001.txt,144,"589 no, 1,992 doz. deals-Dahl & Co."
162759,79473,MISSING_FROM_OCR,Danzig,54.3532540815076,18.6510183386231,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,3.0,deals,,,,18891207p.477_p001.txt,145,"571 pcs. timber, 429 deals"
162760,79474,MISSING_FROM_OCR,Quebec City,46.8198570676248,-71.200611493121,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,3.0,deal ends,,,"Bryant, Powis",18891207p.477_p001.txt,146,"7,079 deal ends, 1,600 staves-Bryant, Powis"
162761,79474,MISSING_FROM_OCR,Quebec City,46.8198570676248,-71.200611493121,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,3.0,staves,,,"Bryant, Powis",18891207p.477_p001.txt,146,"7,079 deal ends, 1,600 staves-Bryant, Powis"
162762,79475,MISSING_FROM_OCR,Stockholm,59.332961003529,18.0661433544922,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,3.0,doors,,,H. Dahl and Co,18891207p.477_p001.txt,147,"538 doors, 2,158 pkgs. joinery-H. Dahl & Co."
162763,79475,MISSING_FROM_OCR,Stockholm,59.332961003529,18.0661433544922,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,3.0,joinery,,,H. Dahl and Co,18891207p.477_p001.txt,147,"538 doors, 2,158 pkgs. joinery-H. Dahl & Co."
162764,79476,MISSING_FROM_OCR,Drammen,59.7478785493119,10.1840215950051,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,3.0,deals,,,Simson and Mason,18891207p.477_p001.txt,149,"3,766 doz. deals, 3,540 doz. planks, 3,540 doz. boards-Simson & Mason"
162765,79476,MISSING_FROM_OCR,Drammen,59.7478785493119,10.1840215950051,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,3.0,planks,,,Simson and Mason,18891207p.477_p001.txt,149,"3,766 doz. deals, 3,540 doz. planks, 3,540 doz. boards-Simson & Mason"
162766,79476,MISSING_FROM_OCR,Drammen,59.7478785493119,10.1840215950051,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,3.0,boards,,,Simson and Mason,18891207p.477_p001.txt,149,"3,766 doz. deals, 3,540 doz. planks, 3,540 doz. boards-Simson & Mason"
162767,79477,Ennismore,Riga,56.9520033661236,24.1136539340975,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,3.0,red w boards,,,,18891207p.477_p001.txt,150,"2,785 red w. boards, 2,785 red w. boards"
162768,79478,Bifrost,Gothenburg,57.70073799777,11.9680483386231,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,3.0,pit poles,,,Osbeck & Co.,18891207p.477_p001.txt,152,"12,127 pit poles, 6,360 stds. deals and battens-Osbeck & Co. 440 deal ends-Order"
162769,79478,Bifrost,Gothenburg,57.70073799777,11.9680483386231,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,3.0,deals,,,Osbeck & Co.,18891207p.477_p001.txt,152,"12,127 pit poles, 6,360 stds. deals and battens-Osbeck & Co. 440 deal ends-Order"
162770,79478,Bifrost,Gothenburg,57.70073799777,11.9680483386231,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,3.0,battens-osbeck,,,Osbeck & Co.,18891207p.477_p001.txt,152,"12,127 pit poles, 6,360 stds. deals and battens-Osbeck & Co. 440 deal ends-Order"
162771,79478,Bifrost,Gothenburg,57.70073799777,11.9680483386231,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,3.0,deal ends,,,Osbeck & Co.,18891207p.477_p001.txt,152,"12,127 pit poles, 6,360 stds. deals and battens-Osbeck & Co. 440 deal ends-Order"
162772,79479,Indiana,Shédiac,,,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,3.0,battens,,,,18891207p.477_p001.txt,153,"2,472 battens, 440 deal ends, 3,399 boards, 2,975 deals"
162773,79479,Indiana,Shédiac,,,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,3.0,deal ends,,,,18891207p.477_p001.txt,153,"2,472 battens, 440 deal ends, 3,399 boards, 2,975 deals"
162774,79479,Indiana,Shédiac,,,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,3.0,boards,,,,18891207p.477_p001.txt,153,"2,472 battens, 440 deal ends, 3,399 boards, 2,975 deals"
162775,79479,Indiana,Shédiac,,,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,3.0,deals,,,,18891207p.477_p001.txt,153,"2,472 battens, 440 deal ends, 3,399 boards, 2,975 deals"
162776,79480,Onso,Bay Verte,46.0149,-64.103,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,3.0,palings,,,,18891207p.477_p001.txt,154,"15,685 palings, 261 deal ends"
162777,79480,Onso,Bay Verte,46.0149,-64.103,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,3.0,deal ends,,,,18891207p.477_p001.txt,154,"15,685 palings, 261 deal ends"
162961,79583,Tycho Brahe,New York,40.713197770232,-74.0078266455077,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,31.0,oars-cunningham,,,Churchill and Sim,18890105p.17_p002.txt,55,"750 oars-Cunningham, Shaw, & Co. 5,998 pcs. oak -Churchill & Sim"
162962,79583,Tycho Brahe,New York,40.713197770232,-74.0078266455077,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,31.0,shaw,,,Churchill and Sim,18890105p.17_p002.txt,55,"750 oars-Cunningham, Shaw, & Co. 5,998 pcs. oak -Churchill & Sim"
162963,79583,Tycho Brahe,New York,40.713197770232,-74.0078266455077,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,31.0,oak,,,Churchill and Sim,18890105p.17_p002.txt,55,"750 oars-Cunningham, Shaw, & Co. 5,998 pcs. oak -Churchill & Sim"
162964,79583,Tycho Brahe,New York,40.713197770232,-74.0078266455077,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,31.0,hub blocks,,,C. M. Smythe and Co,18890105p.17_p002.txt,55,"2,388 hub blocks-C. M. Smythe & Co."
162965,79583,Tycho Brahe,New York,40.713197770232,-74.0078266455077,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,31.0,cs spokes,,,"Cunningham, Shaw, & Co.",18890105p.17_p002.txt,55,"122 cs. spokes, 6 cs. hubs-Order"
162966,79583,Tycho Brahe,New York,40.713197770232,-74.0078266455077,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,31.0,cs hubs,,,"Cunningham, Shaw, & Co.",18890105p.17_p002.txt,55,"122 cs. spokes, 6 cs. hubs-Order"
162967,79584,Falke,Bremen,53.0751069869248,8.80453344224812,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,31.0,planks beech wood,,,,18890105p.17_p002.txt,57,564 planks beech wood
163013,79602,Niceto,New Orleans,29.9530336254134,-90.0763767089845,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,4.0,sleepers,,,,18891207p.477_p001.txt,155,"1,950 sleepers, 1,205 pcs. oak staves"
163014,79602,Niceto,New Orleans,29.9530336254134,-90.0763767089845,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,4.0,oak staves,,,,18891207p.477_p001.txt,155,"1,950 sleepers, 1,205 pcs. oak staves"
163015,79603,City of Paris,New York,40.713197770232,-74.0078266455077,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,4.0,deals,,,Hattley Hay,18891207p.477_p001.txt,156,"31,075 deals, 446 longi-Hattley Hay"
163016,79603,City of Paris,New York,40.713197770232,-74.0078266455077,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,4.0,longi,,,Hattley Hay,18891207p.477_p001.txt,156,"31,075 deals, 446 longi-Hattley Hay"
163017,79604,Harmonie,Shédiac,,,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,4.0,deals,,,,18891207p.477_p001.txt,157,"360 stds. deals and battens, 564 scantlings, 1,557 ends, 2,472 battens, 440 deal ends"
163018,79604,Harmonie,Shédiac,,,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,4.0,battens,,,,18891207p.477_p001.txt,157,"360 stds. deals and battens, 564 scantlings, 1,557 ends, 2,472 battens, 440 deal ends"
163019,79604,Harmonie,Shédiac,,,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,4.0,scantlings,,,,18891207p.477_p001.txt,157,"360 stds. deals and battens, 564 scantlings, 1,557 ends, 2,472 battens, 440 deal ends"
163020,79604,Harmonie,Shédiac,,,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,4.0,ends,,,,18891207p.477_p001.txt,157,"360 stds. deals and battens, 564 scantlings, 1,557 ends, 2,472 battens, 440 deal ends"
163021,79604,Harmonie,Shédiac,,,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,4.0,deal ends,,,,18891207p.477_p001.txt,157,"360 stds. deals and battens, 564 scantlings, 1,557 ends, 2,472 battens, 440 deal ends"
163022,79605,Pavonia,Boston,42.3595726133805,-71.0574266455077,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,4.0,battens,,,J. Burstall and Co,18891207p.477_p001.txt,158,"2,472 battens, 440 deal ends-J. Burstall & Co."
163023,79605,Pavonia,Boston,42.3595726133805,-71.0574266455077,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,4.0,deal ends,,,J. Burstall and Co,18891207p.477_p001.txt,158,"2,472 battens, 440 deal ends-J. Burstall & Co."
163024,79606,Runic,New York,40.713197770232,-74.0078266455077,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,4.0,sleepers,,,,18891207p.477_p001.txt,159,"1,950 sleepers, 1,205 pcs. oak staves"
163025,79606,Runic,New York,40.713197770232,-74.0078266455077,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,4.0,oak staves,,,,18891207p.477_p001.txt,159,"1,950 sleepers, 1,205 pcs. oak staves"
163026,79607,Emiliano,New Orleans,29.9530336254134,-90.0763767089845,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,4.0,sleepers,,,,18891207p.477_p001.txt,163,"1,950 sleepers, 1,205 pcs. oak staves"
163027,79607,Emiliano,New Orleans,29.9530336254134,-90.0763767089845,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,4.0,oak staves,,,,18891207p.477_p001.txt,163,"1,950 sleepers, 1,205 pcs. oak staves"
163028,79608,Carthaginian,Montreal,45.5129959517878,-73.5553766455077,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,4.0,deals,,,,18891207p.477_p001.txt,166,"31,075 deals, 446 longi"
163029,79608,Carthaginian,Montreal,45.5129959517878,-73.5553766455077,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,4.0,longi,,,,18891207p.477_p001.txt,166,"31,075 deals, 446 longi"
163030,79609,Whimbrel,Amsterdam,52.369690469728,4.91062658203126,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,4.0,cs wood,,,,18891207p.477_p001.txt,167,604 cs. wood
163070,79637,Vidfarne,Skien,59.2091678279277,9.60874112253406,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,4.0,square timber,,,W. J. Watson and Co,18891214p.502_p001.txt,266,"1,515 pcs. square timber, 836 props-W. J. Watson & Co."
163071,79637,Vidfarne,Skien,59.2091678279277,9.60874112253406,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,4.0,pit props,,,W. J. Watson and Co,18891214p.502_p001.txt,266,"1,515 pcs. square timber, 836 props-W. J. Watson & Co."
163072,79638,Auricula,Riga,56.9520033661236,24.1136539340975,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,4.0,poles,,,Calder and Co,18891214p.502_p001.txt,267,"18,688 poles, 500 sleeper blocks, 2,150 pcs. lathwood-Calder & Co."
163073,79638,Auricula,Riga,56.9520033661236,24.1136539340975,LONDON,51.5073509000001,-0.127758299999982,1889.0,Dec,4.0,sleeper blocks,,,Calder and Co,18891214p.502_p001.txt,267,"18,688 poles, 500 sleeper blocks, 2,150 pcs. lathwood-Calder & Co."
