year,commodity,cargo_rows
1887,from uleaborg,1
1887,from haparanda,1
1887,half,1
1887,timb[?],1
1887,porsgrund,1
1887,rough oak,1
1887,heartwood lathwood,1
1887,mould-ings,1
1887,maple squares,1
1888,oak,3
1888,walnut logs,3
1888,box boards,3
1888,wood,2
1888,no boards,2
1888,staves,1
1888,oak staves,1
1888,oak strips,1
1888,firwood,1
1888,deals,1
1888,poles,1
1888,fir deck planks,1
1888,fir half-sleepers,1
1888,boxwood,1
1888,ville de maceio,1
1888,maple,1
1888,walnut le tournel,1
1888,oak plank ville de malaga,1
1888,pieces,1
1888,from fiume,1
1888,planks timber,1
1888,wood hoops,1
1888,oak parquets,1
1888,oak boards,1
1888,brush blocks,1
1888,bundles,1
1888,joinery,1
1888,laths,1
1888,turned wood,1
1888,cs turned wood,1
1888,doors,1
1888,bels bungs,1
1888,cs woodware,1
1888,oak blocks,1
1889,deals,369
1889,firewood,297
1889,battens,272
1889,boards,185
1889,staves,119
1889,ends,72
1889,lathwood,70
1889,lumber,67
1889,deal ends,49
1889,timber,42
1889,laths,39
1889,oak,39
1889,mouldings,38
1889,props,36
1889,rickers,36
1889,doors,34
1889,sleepers,34
1889,scantlings,29
1889,oak staves,27
1889,floorings,25
1889,pit props,23
1889,oars,21
1889,planks,18
1889,turned wood,17
1889,wood,17
1889,flooring boards,16
1889,planed boards,16
1889,bundles,15
1889,palings,15
1889,hoops,14
1889,trellis,13
1889,birch,13
1889,box boards,12
1889,logs,12
1889,sleeper blocks,11
1889,oak planks,11
1889,cs splints,11
1889,spars,11
1889,spruce deals,11
1889,slating battens,10
1889,whitewood,10
1889,pine deals,10
1889,oak lumber,9
1889,cs mouldings,9
1889,blocks,9
1889,pieces,9
1889,joinery,9
1889,redwood,9
1889,cs spokes,9
1889,poles,9
1889,spruce,8
1889,boxwood,8
1889,flooring,8
1889,oak logs,8
1889,batten ends,8
1889,boathooks,7
1889,pine,7
1889,deal,7
1889,hewn fir,7
1889,pitwood,7
1889,round wood,6
1889,brush blocks,6
1889,headings,6
1889,mining timber,6
1889,pinewood,6
1889,half-sleepers,5
1889,shooks,5
1889,no staves,5
1889,poplar,5
1889,cs hubs,5
1889,cs handles,5
1889,ash,5
1889,board ends,5
1889,cs wood,5
1889,handles,4
1889,birch deals,4
1889,aspenwood,4
1889,square timber,4
1889,case boards,4
1889,broom handles,4
1889,mauerlatten,4
1889,crossings,4
1889,sawn fir,4
1889,white,4
1889,spruce deal ends,4
1889,redwood deals,4
1889,shutter laths,3
1889,fir,3
1889,redwood sleepers,3
1889,wainscot logs,3
1889,from fiume,3
1889,red,3
1889,poplar lumber,3
1889,heartwood,3
1889,cs pegwood,3
1889,pine deal ends,3
1889,whitewood props,3
1889,wo planks,3
1889,cs shuttle blocks,3
1889,oak strips,3
1889,elm,3
1889,box-boards,3
1889,telegraph poles,3
1889,half-sleeper blocks,3
1889,sawn timber,3
1889,boxboards,3
1889,cs match splints,3
1889,birch ends,2
1889,w.o planks,2
1889,cs sashes,2
1889,half,2
1889,wood hoops,2
1889,oak parquets,2
1889,h herrmann,2
1889,oak boards,2
1889,barge oars,2
1889,birch timber,2
1889,basswood,2
1889,redwood boards,2
1889,cs lumber,2
1889,hhd staves,2
1889,round timber,2
1889,spokes,2
1889,cs boards,2
1889,fir timber,2
1889,cooperage,2
1889,planed wood,2
1889,balks,2
1889,caseboards,2
1889,cs wood boards,2
1889,spruce ends,2
1889,from halifax-2,2
1889,dos deals,2
1889,lath-wood,2
1889,fir boards,2
1889,from bure,2
1889,hewn oak logs,2
1889,handspikes,2
1889,tens,2
1889,poplar logs,2
1889,new,2
1889,old staves,2
1889,burg,2
1889,sawn pitch pine timber,2
1889,maple logs,2
1889,waney,2
1889,square white pine,2
1889,sim,2
1889,cs box boards,2
1889,roundwood,2
1889,cars lumber,2
1889,cask heads,2
1889,maple,2
1889,longi,2
1889,planks oak,1
1889,fire-wood,1
1889,staves hattley hay,1
1889,coffin oak,1
1889,packing cases,1
1889,no doors,1
1889,cs balusters,1
1889,beech planks,1
1889,brls fir timber,1
1889,wood sticks,1
1889,skewers,1
1889,case-boards,1
1889,m g freebody,1
1889,planed board,1
1889,sticks,1
1889,bryant,1
1889,may,1
1889,g davenport,1
1889,firewood lathe,1
1889,sawn deals,1
1889,w uloth,1
1889,j gordon,1
1889,albano,1
1889,foy,1
1889,bat,1
1889,no boards,1
1889,parquets,1
1889,ds pitwood,1
1889,dunnage boards,1
1889,splitwood,1
1889,boards oak,1
1889,cars staves,1
1889,linings,1
1889,blocks wood,1
1889,no oak staves,1
1889,bls,1
1889,boat paddles,1
1889,oak butts,1
1889,plançons,1
1889,sawn oak,1
1889,fir spars,1
1889,oak chocks,1
1889,beech chocks,1
1889,crooks,1
1889,pit chocks,1
1889,fir splits,1
1889,wood turnery,1
1889,red fir timber,1
1889,red wood casings,1
1889,from nyhamn,1
1889,battens ends,1
1889,oak box boards,1
1889,half-crossings,1
1889,oak crossings,1
1889,wood props,1
1889,quantity scantlings,1
1889,cs cooperage,1
1889,listwood,1
1889,birch planks,1
1889,spruce scantlings,1
1889,c deals,1
1889,from swartwik-93,1
1889,dos flooring boards,1
1889,dos boards,1
1889,firwood poles,1
1889,fir deals,1
1889,dunnage wood,1
1889,from skeppsvik,1
1889,from dal,1
1889,wood bowls,1
1889,putlogs,1
1889,battens redwood,1
1889,from sandarne,1
1889,ends wood,1
1889,parquet,1
1889,red timber,1
1889,round logs,1
1889,slating deals,1
1889,round,1
1889,fire,1
1889,broomsticks,1
1889,from fagervik,1
1889,white-wood,1
1889,blocks oak,1
1889,frames,1
1889,sashes,1
1889,from farsund,1
1889,red-wood,1
1889,batten,1
1889,rough boards,1
1889,pitch pine,1
1889,car staves,1
1889,pine boards,1
1889,sawn ppe timber,1
1889,from quebec-62 cs spools,1
1889,blocks maple,1
1889,oak coffin planks,1
1889,box wood,1
1889,cs sticks,1
1889,lath,1
1889,firewood alca firewood,1
1889,rolls wood,1
1889,birch staves,1
1889,beads,1
1889,cotuwood,1
1889,from soderhamn,1
1889,butts,1
1889,boards foy,1
1889,hewn,1
1889,pitch pine deals,1
1889,redwood half-sleepers,1
1889,sawn pine deals,1
1889,redwood half,1
1889,ash-j burstall,1
1889,staves oars,1
1889,from quebec-57 cs splints,1
1889,cs spools,1
1889,sks bungs,1
1889,red pine,1
1889,from onega-11,1
1889,rock elm,1
1889,red pine deals,1
1889,old,1
1889,new staves,1
1889,cs bobbins,1
1889,butt,1
1889,from ursiken-9,1
1889,pine longitudinals,1
1889,cs joinery,1
1889,no deals,1
1889,from gothenburg,1
1889,from quebec-301 cs spokes,1
1889,ppe staves,1
1889,hickory,1
1889,waney pine,1
1889,spruce palings,1
1889,poplar boards,1
1889,pce ash,1
1889,heart,1
1889,whitewood ends,1
1889,white deals,1
1889,pine ends,1
1889,firewood logs,1
1889,sundswall firewood,1
1889,qty lumber churchill,1
1889,birch blocks,1
1889,bills,1
1889,pra oars,1
1889,red deals,1
1889,red batten ends,1
1889,wood boards,1
1889,fm firewood,1
1889,walnut,1
1889,spruce staves,1
1889,from söderhamn,1
1889,lathwood centres,1
1889,mary maid,1
1889,fir hewn,1
1889,shutters,1
1889,packages,1
1889,no trellis,1
1889,slabwood,1
1889,de lis,1
1889,cs deals,1
1889,fir staves,1
1889,spars firewood,1
1889,pairs oars,1
1889,fir firewood,1
1889,cedar,1
1889,slabs,1
1889,beech,1
1889,cars,1
1889,half-logs oak,1
1889,lathe,1
1889,oak squares,1
1889,qty wood,1
1889,car lumber,1
1889,pcs.lumber churchill,1
1889,s birch,1
1889,cask headings,1
1889,broom,1
1889,from hudikswall,1
1889,t floor boarding,1
1889,oak wainscot logs,1
1889,from halifax,1
1889,cs turned wood,1
1889,red w boards,1
1889,pit poles,1
1889,longi-half-crossings,1
1889,slating mouldings,1
1889,oak timber,1
1889,longi-tu dinals,1
1889,deals ends,1
1889,wainscot,1
1889,half wainscot logs,1
1889,t sleeper blocks,1
1889,floor boards,1
1889,christiansborg (s),1
1889,millwall docks,1
1889,hewn wood,1
1890,battens,6
1890,deals,5
1890,doors,4
1890,boards,3
1890,boxwood,3
1890,lumber,3
1890,wood,3
1890,firewood,2
1890,floorings,2
1890,oak staves,2
1890,oak boards,2
1890,maple,2
1890,joinery,2
1890,turned wood,2
1890,timber,2
1890,turnery wood,2
1890,lathwood,1
1890,sleeper blocks,1
1890,staves,1
1890,batten ends,1
1890,laths,1
1890,flooring boards,1
1890,scantlings,1
1890,half,1
1890,round sleepers,1
1890,pieces,1
1890,sleepers,1
1890,parquets,1
1890,shutter laths,1
1890,mouldings,1
1890,ends,1
1890,oak,1
1890,qty lumber,1
1890,cs in shooks,1
1890,maxime,1
1890,box boards,1
1890,berner,1
1890,blocks,1
1890,rickers,1
1890,roundwood,1
1890,hoops,1
1890,oak strips,1
1890,fir staves,1
1890,crossings,1
1890,elm,1
1891,deals,224
1891,firewood,190
1891,battens,143
1891,boards,130
1891,staves,81
1891,pit props,56
1891,timber,44
1891,lathwood,42
1891,laths,42
1891,wood,41
1891,ends,38
1891,lumber,36
1891,mahogany,36
1891,props,32
1891,deal ends,31
1891,mouldings,27
1891,rickers,25
1891,doors,23
1891,scantlings,21
1891,cs mouldings,21
1891,cedar,21
1891,joinery,21
1891,walnut,20
1891,sleepers,19
1891,planks,17
1891,floorings,17
1891,pitwood,16
1891,logs,14
1891,turned wood,14
1891,oak,14
1891,half-sleepers,14
1891,blocks,13
1891,oak staves,12
1891,walnut logs,12
1891,poles,12
1891,spars,11
1891,hewn fir,11
1891,pieces,10
1891,oars,10
1891,box boards,9
1891,cs wood,9
1891,batten ends,8
1891,flooring boards,8
1891,trellis,8
1891,qty deals,8
1891,sleeper blocks,7
1891,fourches acajou,7
1891,hoops,7
1891,fir boards,7
1891,sawn fir,7
1891,cs spokes,6
1891,bundles,6
1891,teak planks,6
1891,ends mahogany,6
1891,cs wood boards,6
1891,fir deals,6
1891,board ends,5
1891,walnut squares,5
1891,slating battens,5
1891,ebony,5
1891,walnut boards,5
1891,cwt veneers,5
1891,hickory,5
1891,½ firewood,5
1891,planed boards,4
1891,cs boards,4
1891,brush blocks,4
1891,spokes,4
1891,poplar,4
1891,wood hoops,4
1891,teak,4
1891,boathooks,4
1891,deal,4
1891,pinewood,4
1891,handles,4
1891,fir,4
1891,rosewood,4
1891,billes acajou,4
1891,whitewood,4
1891,work,4
1891,fir battens,4
1891,boxboards,4
1891,oak logs,3
1891,walnut lumber,3
1891,oak planks,3
1891,walnutwood,3
1891,flooring,3
1891,bls wood,3
1891,packages,3
1891,hardwood,3
1891,palings,3
1891,billes cedre,3
1891,keys teak,3
1891,fir sleepers,3
1891,birch,3
1891,cs joinery,3
1891,roundwood,3
1891,satinwood,3
1891,square timber,3
1891,pine,2
1891,case boards,2
1891,pine boards,2
1891,cs hubs,2
1891,teak blocks,2
1891,teak squares,2
1891,boat oars,2
1891,hickory logs,2
1891,legs mahogany,2
1891,veneer,2
1891,w mallinson,2
1891,cabinetwood,2
1891,cs lumber,2
1891,oak lumber,2
1891,basswood,2
1891,morceaux noyer,2
1891,pitch pine deals,2
1891,brush blocks j keen,2
1891,cs splints,2
1891,qty boards,2
1891,billes palissandre,2
1891,from bahia,2
1891,redwood,2
1891,planks teak,2
1891,billes,2
1891,mining timber,2
1891,paquets bois de sandal,2
1891,from tellichery,2
1891,curls,2
1891,fourches bois de satin,2
1891,jarrah,2
1891,redwood sleeper blocks,2
1891,white deals,2
1891,shooks,2
1891,split wood,2
1891,cwts veneers,2
1891,whitewood deals,2
1891,firewood firewood,2
1891,greenheart,2
1891,matchings,2
1891,c wood,2
1891,from porto plata,2
1891,wainscot logs,2
1891,redwood blocks,2
1891,elm,2
1891,caskheads,2
1891,crowntrees,2
1891,ashwood,2
1891,caseboards,2
1891,from la trinité,2
1891,cedar logs,2
1891,fir spars,2
1891,ash,2
1891,half,2
1891,half sleepers,2
1891,fantails mahogany,2
1891,pitch pine,1
1891,cub heartwood,1
1891,aspen logs,1
1891,hubs,1
1891,skewers,1
1891,cs handles,1
1891,oak-e f dowdeswell,1
1891,ventilators,1
1891,lignum-vitæ,1
1891,from grand bassom,1
1891,quintals logwood,1
1891,bamboo,1
1891,timber deals,1
1891,posts,1
1891,log-lings,1
1891,cooperage,1
1891,wooden doors,1
1891,padouck squares,1
1891,padouck planks,1
1891,t planks,1
1891,wooden hoops,1
1891,from carthagene,1
1891,from maracaibo,1
1891,ebène,1
1891,billes erable,1
1891,mississippi,1
1891,wood planks,1
1891,hub blocks,1
1891,from colombo,1
1891,logs wood,1
1891,wentworth,1
1891,allen,1
1891,cs wood mouldings,1
1891,s allcock,1
1891,d crawford,1
1891,canada butts,1
1891,deals j smith,1
1891,rosse (s) c wood,1
1891,oak boards,1
1891,bois yorkshire (s),1
1891,morceaux buis,1
1891,morceaux ebene,1
1891,buches buis,1
1891,morceaux bois veine,1
1891,buches bois mar,1
1891,favorita,1
1891,morceaux quebracho,1
1891,pitch pine timber,1
1891,from baltimore-124,1
1891,lumber h herrmann,1
1891,lumber c leary,1
1891,lumber b howdeswell,1
1891,wood energie (s) cs mouldings,1
1891,carved wood,1
1891,walnut burrs,1
1891,lignum vitæ,1
1891,cs trellis,1
1891,round wood,1
1891,boat hooks,1
1891,skirtings,1
1891,bls pinewood,1
1891,telegraph poles,1
1891,taymouth,1
1891,[?] boards,1
1891,[?] semafor-porsgrund-[?],1
1891,firewood-johan smidt-sundswall,1
1891,tram sleepers,1
1891,blocks sandlewood,1
1891,wooden pins,1
1891,greniers bois de teinture govino (s),1
1891,billes bois d'ebene,1
1891,buches bois jaune erymanthe (s),1
1891,bois de grenadille parahyba (s),1
1891,gaiac vilte de riposto (s),1
1891,from alger,1
1891,loupes thuya,1
1891,cs wheels,1
1891,rims,1
1891,sandal-wood,1
1891,grenier gaiac,1
1891,from cayenne,1
1891,from st thomas,1
1891,bille bois de rose cambodge (s),1
1891,billes que-bracho,1
1891,buches ebene gaulois (s),1
1891,fresh christiania spars,1
1891,joiners work,1
1891,bls orchella wood,1
1891,dunnage staves,1
1891,w.o planks,1
1891,t hardwood,1
1891,t veneers,1
1891,grenier bois d'acajou manche (s),1
1891,gaiac bois rouge la champagne (s),1
1891,deals tolputt thyra firewood,1
1891,cs oars,1
1891,wood shooks,1
1891,slabs,1
1891,edgings duus,1
1891,sir john franklin,1
1891,blocks walnut wood,1
1891,cedar cedar,1
1891,from cubarete,1
1891,greniers quebracho,1
1891,emmanuele auger,1
1891,billes cedre stag(s),1
1891,bouts german it,1
1891,planks shildon (s),1
1891,bls wood boards carl,1
1891,pitwood dordogne pitwood-newport (mon.) pitwood,1
1891,columbus,1
1891,pitwood jago,1
1891,adria,1
1891,pitwood powley,1
1891,thomas,1
1891,cite d'aleth,1
1891,pitwood john,1
1891,jane-moss,1
1891,holmestrand,1
1891,ferrol pitwood,1
1891,jarrah-wood,1
1891,jarrah timber,1
1891,square fir timber,1
1891,redwood sleepers,1
1891,wood for hoops,1
1891,wood for gunstocks,1
1891,wood for cases,1
1891,turned wood j w uloth,1
1891,pine wood industrie(s) cs mouldings,1
1891,hickory sticks,1
1891,grenier quebracho springfield (,1
1891,greniers bois adour,1
1891,firewood boards,1
1891,fir timber,1
1891,bls wood planks,1
1891,battens firewood,1
1891,headings,1
1891,quebracho la bretagne (s),1
1891,billes acajou ville de san nicolas (s),1
1891,billes arabie electrique (s),1
1891,oak sleepers,1
1891,oak scant-lings,1
1891,floor-ing,1
1891,bls boards,1
1891,hewn oak butts,1
1891,cs joiners work,1
1891,redwood poles,1
1891,whitewood sleeper blocks,1
1891,from constantinople,1
1891,sandalwood,1
1891,espars bois de lance,1
1891,fourches bois,1
1891,morceaux yaya,1
1891,fourches bois acajou le morbihan (s),1
1891,morceaux,1
1891,loupes noyer,1
1891,buis prins fred hendrik (s),1
1891,fir props,1
1891,board,1
1891,lath-wood,1
1891,lath,1
1891,cs woodware,1
1891,tms wood,1
1891,large qty beech planks,1
1891,fm firewood,1
1891,clubs,1
1891,bls oak,1
1891,cs moulding,1
1891,spruce,1
1891,from halifax-673 cs splints,1
1891,fire spars,1
1891,fagots,1
1891,ex joinery,1
1891,cs mould,1
1891,qty hardwood,1
1891,morceaux bois de teinture parkmore (s),1
1891,buches ebene ville de maranhao (s),1
1891,bille noyer,1
1891,supreme,1
1891,pos bois de ranger holstia (s),1
1891,planchette ends,1
1891,from pierreville,1
1891,aspenwood,1
1891,cs pinewood boards,1
1891,hewn fir deals,1
1891,hewn hoops,1
1891,hewn timber,1
1891,hewn battens,1
1891,hewn deals,1
1891,teak scantlings,1
1891,buches gaiac guadalquivir (s),1
1891,lovfald,1
1891,mahogany-any,1
1891,maple logs,1
1891,maple blocks,1
1891,dogwood,1
1891,persimmonwood,1
1891,poplar logs,1
1891,sabicu,1
1891,grenier acajou,1
1891,billes bois jaune,1
1891,fourches acajou pipo c,1
1891,grenier bois de fer june ascania (s),1
1891,mahog-any,1
1891,billes peuplier,1
1891,morceaux bois ville de valence (s),1
1891,erable st simon (s),1
1891,wilkie p,1
1891,j fiona,1
1891,lovisa,1
1891,c avena (s) uddevalla,1
1891,whitewood boards,1
1891,whitewood board ends,1
1891,whitewood deal ends,1
1891,whitewood battens,1
1891,redwood deals,1
1891,redwood deal ends,1
1891,redwood battens,1
1891,laths boyson,1
1891,slee nautilus (s) stockholm,1
1891,from witstawarf,1
1891,col iery joinery,1
1891,tiania,1
1891,sawn pine timber,1
1891,props osbeck,1
1891,blanch,1
1891,1/2 board ends g jewett olaf (s) deals,1
1891,cases,1
1891,sawn wood,1
1891,boards poplar,1
1891,from sanchez,1
1891,cs spars,1
1891,fir firewood,1
1891,from quebec cs wood splints,1
1891,qty wood fittings,1
1891,boxwood,1
1891,heads,1
1891,planks wood,1
1891,hhd rickers,1
1891,slating,1
1891,ends spruce deals,1
1891,nos doors,1
1891,from gefle,1
1891,from sprangsoil,1
1891,fir split,1
1891,bls hardwood hoffmann,1
1891,wood turnery,1
1891,from alne,1
1891,cwt hickory,1
1891,au cochon,1
1891,sawn timber,1
1891,turners wood,1
1891,archangel,1
1891,balles palissandre,1
1891,billots bois de fer guadalquivir (s),1
1891,grenier,1
1891,buches bois,1
1891,grenier villa de messine (s) d'alger,1
1891,oak timber,1
1891,grenier fustet,1
1891,grenier bois,1
1891,from la trinidad,1
1891,grenier quebracho ville de messine (s) d'alger,1
1891,pit props-the townhill coal,1
1891,walnut planks,1
1891,plateaux orme,1
1891,billes murier,1
1891,billes cormier,1
1891,billes tilleul flandria (s),1
1891,morceaux bois d'amourette corsica (s),1
1891,billes acajou la bourgogne (s),1
1891,billes noyer,1
1891,morceaux chene,1
1891,billes peuplier ville de pernambuco (s),1
1891,ebony wood,1
1891,sapan wood,1
1891,boards hansen,1
1891,from skutskar,1
1891,blocks timber,1
1891,agder (s),1
1891,morceaux quebracho entre rios (s),1
1891,billes cedre paris (s),1
1891,ebene teutonia (s),1
1891,bois messrs may,1
1891,hassell forward their london stock list for september it contains specifications russian,1
1891,swedish yellow,1
1891,also oak logs,1
1891,c a harp wood,1
1891,sqrs teak,1
1891,sapanwood,1
1891,morceaux ebène portena (s),1
1891,billes cèdre derwent (s),1
1891,bois canada's lumber trade france,1
1891,bois erymanthe (s),1
1891,billes cedre bavaria (s) porto plata,1
1891,from monte christi,1
1891,billes bois de satin,1
1891,plank ends,1
1891,cs pinewood,1
1891,h herrmann,1
1891,crotches mahogany,1
1891,havre logs mahogany,1
1891,planks walnut wool,1
1891,from wederlax-40,1
1891,from helsingfors-4,1
1891,brush block,1
1891,wood floor,1
1891,(3),1
1891,ash lumber h herrmann,1
1891,qty boxwood,1
1891,blks ebony,1
1891,from havre,1
1891,hewn oak logs,1
1891,oak staves-aren[?]t,1
1891,cs veneers,1
1891,boards sutherland,1
1891,firewood j h douglas,1
1891,skane (s),1
1891,cs box boards,1
1891,shutters,1
1891,pcs.lathwool foy,1
1891,morgan,1
1891,nov tasso (s) brush blocks,1
1891,red sleeper blocks,1
1891,staves duus,1
1891,brown neva (s) konigsberg,1
1891,balks,1
1891,round spar,1
1891,fir staves,1
1891,fir posts,1
1891,fir splits,1
1891,fir rails,1
1891,fir battens e w campbell,1
1891,moller,1
1891,hewn pitch pine,1
1891,sawn pitch pine,1
1891,ro e,1
1891,oak parquets,1
1891,r neilsen,1
1891,bds staves,1
1891,birch squares,1
1891,birch staves,1
1891,qty round mining timber,1
1891,qty firewood,1
1891,from riga,1
1891,red,1
1891,white ends,1
1891,laths lionel firewood,1
1891,deals ends,1
1891,half-round sleepers,1
1891,hhd staves,1
1891,beechwood planks,1
1891,sassafras wood,1
1891,crutch mahogany,1
1891,t logs ends,1
1891,churchill,1
1891,sim,1
1891,joinery joinery,1
1891,lath-bdls laths,1
1891,sleeper wood,1
1891,ash scantlings,1
1891,billets ebony,1
1891,boards lumber,1
1891,qty wood,1
1891,oak squares,1
1891,cs veneer,1
1891,bd's walnut squares,1
1891,floor boards,1
1891,from christiania,1
1891,bat-tens,1
1891,crossings,1
1891,mould,1
1892,boards,14
1892,battens,11
1892,deals,10
1892,wood,10
1892,pit props,9
1892,lumber,7
1892,staves,6
1892,firewood,5
1892,ends,5
1892,mouldings,4
1892,lathwood,4
1892,oak staves,4
1892,scantlings,3
1892,planks,2
1892,doors,2
1892,timber,2
1892,laths,2
1892,joinery,2
1892,brush blocks,2
1892,mahogany,2
1892,cedar,2
1892,logs,2
1892,ends mahogany,2
1892,oak,2
1892,walnut,2
1892,caskheads,1
1892,turnery,1
1892,planed boards,1
1892,centres,1
1892,cs wood boards,1
1892,pinewood-blanckland (s),1
1892,cs mouldings,1
1892,sleepers,1
1892,half-sleepers,1
1892,fir crossings,1
1892,cs worked wood,1
1892,lgs timber,1
1892,sleeper blocks,1
1892,pieces,1
1892,fans mahogany,1
1892,from st lucia,1
1892,sim,1
1892,poplar logs,1
1892,rosewood,1
1892,billes bois,1
1892,planches chene craighton (s),1
1892,acajou from porto plata,1
1892,billes noyer,1
1892,billes peuplier,1
1892,morceaux chene ville de strasbourg (s),1
1892,billes palissandre la bretagne (s),1
1892,bois prins willem iii (s),1
1892,mills,1
1892,grangemouth,1
1892,kilmarnock saw,1
1892,also a large quantity all above varieties in logs,1
1892,veneer all descriptions telegraphic address-“mahogany,1
1892,glasgow.”,1
1892,from constantinople,1
1892,oak planks,1
1892,teak,1
1892,cedar-wood,1
1892,bois,1
1892,dona dolores,1
1892,greniers fustet indrani (s),1
1892,morceaux chene frederic franck (s),1
1892,billes ebene guadiana (s),1
1892,bundles,1
1892,cs boards,1
1892,cs wood boards a j brown brough,1
1892,pinewood,1
1892,case boards,1
1892,billes noyer culmore (s),1
1892,oars,1
1892,veneers,1
1893,deals,241
1893,battens,166
1893,boards,124
1893,firewood,117
1893,ends,64
1893,staves,58
1893,lumber,54
1893,timber,44
1893,pit props,32
1893,laths,29
1893,mouldings,29
1893,doors,28
1893,fir deals,27
1893,hewn fir,23
1893,mahogany,22
1893,deal ends,21
1893,pieces,19
1893,lathwood,19
1893,sawn fir,16
1893,fir pitwood,16
1893,rickers,15
1893,oak,15
1893,fir pit props,15
1893,box boards,13
1893,props,13
1893,sleepers,13
1893,pitwood,13
1893,walnut,12
1893,planks,12
1893,logs,12
1893,cedar,12
1893,brush blocks,11
1893,sleeper blocks,11
1893,bundles,10
1893,half-sleepers,10
1893,cs splints,10
1893,trellis,9
1893,floorings,9
1893,fir props,9
1893,scantlings,8
1893,wood,7
1893,planed boards,7
1893,teak,6
1893,oak logs,6
1893,boxboards,6
1893,poplar,5
1893,walnut logs,5
1893,joinery,5
1893,blocks,5
1893,flooring boards,5
1893,hewn fir pitwood,4
1893,oak planks,4
1893,poles,4
1893,ends mahogany,4
1893,half-sleeper blocks,4
1893,sawn fir firewood,4
1893,fir sleepers,4
1893,crossings,4
1893,spars,4
1893,redwood,4
1893,roundwood,4
1893,from quebec,4
1893,slating battens,3
1893,j kennedy,3
1893,turned wood,3
1893,oak strips,3
1893,acajou,3
1893,teak planks,3
1893,satinwood,3
1893,curls mahogany,3
1893,wainscot logs,3
1893,palings,3
1893,from halifax,3
1893,headings,3
1893,hardwood,3
1893,poplar logs,3
1893,fir,3
1893,fir boards,3
1893,spruce,3
1893,birch,3
1893,hewn oak,3
1893,fir sawn,3
1893,fir hewn,3
1893,oak parquets,2
1893,from fiume,2
1893,methods discharging cargo,2
1893,so promote expedition,2
1893,a floating caisson,2
1893,swing bridge,2
1893,j graham,2
1893,hhd staves,2
1893,from drammen,2
1893,walnut boards,2
1893,mahogany logs,2
1893,whitewood boards,2
1893,churchill,2
1893,sim,2
1893,oars,2
1893,riekers,2
1893,hewn fir pit-wood,2
1893,fans mahogany,2
1893,shooks,2
1893,round wood,2
1893,matchboards,2
1893,cs joinery,2
1893,planed fir boards,2
1893,½ firewood,2
1893,lath,2
1893,turnery,2
1893,sawn wood,2
1893,from gefle,2
1893,pine deals,2
1893,from hudikswall,2
1893,fir firewood,2
1893,fir battens,2
1893,board ends,2
1893,telegraph poles,2
1893,sawn fir sleepers,2
1893,pit wood,2
1893,watson,2
1893,fourches acajou bretagne (s),1
1893,billets,1
1893,fourches acajou la bretagne (s),1
1893,difficulties in maintaining harbours,1
1893,docks,1
1893,basins,1
1893,sheds,1
1893,system introduced by author whereby cargoes may be at once distributed over a large number sheds,1
1893,warehouses,1
1893,car,1
1893,t kerr,1
1893,cant,1
1893,kemp,1
1893,oak lumber,1
1893,bls wood boards,1
1893,cs staves,1
1893,fans,1
1893,morceaux acajou,1
1893,bois de satin alphée (s),1
1893,ricadol sleepers,1
1893,d witt,1
1893,palmer,1
1893,red cedar,1
1893,b f dowdeswell,1
1893,walnut planks,1
1893,skirtings,1
1893,j w ullathorne,1
1893,t planks,1
1893,a capelle,1
1893,williams,1
1893,fourches acajou west indian (s),1
1893,bois d'ebene gleneagles (s),1
1893,morceaux bois gaiac manoubia (s),1
1893,billes acajou british queen (s),1
1893,bûches ebène,1
1893,from libreville,1
1893,from elmina,1
1893,from grand bassam-40 billes acajou,1
1893,mining timber,1
1893,planches bois de camphre havre (s),1
1893,morceaux gaiac la bretagne (s),1
1893,teak squares,1
1893,t lignum,1
1893,maple logs,1
1893,1/2 t logs,1
1893,acajou manche (s),1
1893,morceaux bois rodrigue (s),1
1893,billes acajou la normandie (s),1
1893,drysdale,1
1893,t b blow,1
1893,wood boards,1
1893,morceaux acajou ville de nantes (s),1
1893,billes bois guadalquivir (s),1
1893,wa'nut,1
1893,hoops,1
1893,[?]t,1
1893,billes cèdre dupuy-de-lome (s),1
1893,blocs ebène diana (s),1
1893,billes peuplier,1
1893,billes noyer saint simon (s)-port au prince,1
1893,billes acajou,1
1893,½ deals,1
1893,wooden doors,1
1893,sawn pitch pine timber,1
1893,sawn pitch pine,1
1893,lancewood,1
1893,propwood,1
1893,timber-stettin,1
1893,cases blocks,1
1893,majaqua,1
1893,graunditte wood,1
1893,lot buis may adele (s),1
1893,billes cedre khio (s),1
1893,pit props j kennedy,1
1893,rosalie,1
1893,pit props love wilhelmina pit props,1
1893,pit props love robert,1
1893,pit sleepers,1
1893,g reid,1
1893,boathooks,1
1893,case,1
1893,n.o,1
1893,woodwork,1
1893,billes ebene francia (s),1
1893,grenier bois de violette glencarn (s),1
1893,from calicut,1
1893,billes bois de rose,1
1893,buches buis,1
1893,billes noyer,1
1893,frises et billes frene,1
1893,chene orion (s),1
1893,cedar ventura from puerto plata curls mahogany,1
1893,weather,1
1893,wash-boards,1
1893,handles,1
1893,grenier poutres sciées,1
1893,grenier madriers pitch pin,1
1893,parame,1
1893,frs partie bois de buis,1
1893,primrose,1
1893,cases,1
1893,spruce deals,1
1893,from montreal,1
